,kh,xb,rhsc,nl,jf,xfsp,gwspph,jjph,xfpc
24535,7eda8bc1,女,1080,29,53896.0,54561.0,"['LANCOME', 'OHUI/后', 'Jurlique']",秋季,30
24536,f8beee71,女,301,34,4833.0,4833.0,"['迈雅(*)', 'CANUDILO柜']",春季,2
24537,3ade7a86,男,571,50,13202.0,13202.0,"['coach 柜', '哲品柜', '万仟堂柜']",冬季,6
24538,e079c385,男,867,32,4169.0,4369.0,"['OHUI/后', 'CHANEL', 'Dior']",春季,3
24539,76b00a94,女,1938,43,4521.0,4521.0,"['斯乃纳童鞋', '帕翠亚']",秋季,1
24540,c5fd6c20,女,1991,48,17862.0,28829.0,"[""SHE'S"", 'IMMOBILE 柜', '林宝坚尼 柜']",春季,5
24541,3df217d7,女,4355,34,235.0,1173.0,['周大福柜'],夏季,1
24542,27061a96,女,2401,38,4020.0,4020.0,"['科颜氏柜', '阿玛尼GIORGIO ARMANI']",春季,2
24543,ef88387d,女,4051,51,583.0,583.0,['芝宝/派克'],夏季,1
24544,d10b3b55,男,199,30,3116.0,15580.0,['瑞士钟表柜'],夏季,1
24545,775c296b,女,884,35,7005.0,7005.0,"['LANCOME', 'BOBBI BROWN']",夏季,3
24546,d011e554,女,2155,50,0.0,1501.0,['KODICE 柜'],春季,1
24547,f387e3e4,女,1075,50,59302.0,59302.0,"['H.GENTEEL荷高', 'CARBANNIA（卡邦尼）', 'LUKA DILONG']",秋季,11
24548,a9f4e797,女,755,52,3410.0,3410.0,"['欧舒丹柜', 'ecco']",夏季,1
24549,151a4fba,女,1977,29,1630.0,1630.0,['CLARINS'],夏季,1
24550,9eabad09,男,971,47,0.0,747.0,['雅诗兰黛(ESTEE LAUDE'],春季,1
24551,fafe55d8,女,660,29,325.0,325.0,['兰芝柜'],春季,1
24552,06c02400,女,557,36,49391.0,52987.1,"['PAW IN PAW BABY', 'LIME', 'CARBANNIA（卡邦尼）']",秋季,12
24553,aa2b1b5c,女,2772,32,1640.0,1640.0,['PAW IN PAW BABY'],春季,1
24554,75b8efa9,女,1358,30,17159.0,17159.0,"['CHANEL', 'MAX&CO柜', 'iblues柜']",春季,8
24555,cf2417d1,女,381,31,470.0,470.0,['CLARINS'],秋季,1
24556,7774341d,女,1041,47,5430.0,5430.0,['雅诗兰黛柜'],冬季,1
24557,9201136d,女,1199,45,4010.0,4010.0,['雅诗兰黛ESTEE LAUDER'],秋季,1
24558,500a3f43,女,36,36,10110.0,10110.0,['VASTO柜'],冬季,1
24559,125077dc,男,3115,54,4158.0,4158.0,"['SF FASHION 柜', 'LACLOVER内衣柜', '玛丝菲尔柜']",冬季,2
24560,3e4c2048,女,4487,56,680.0,680.0,['嘉宝柜'],夏季,1
24561,290e2f2c,女,1179,38,1220.0,1220.0,['迪奥柜'],冬季,1
24562,e6a8c004,男,2629,30,4245.0,4245.0,"['COACH 柜', '兰蔻柜']",春季,2
24563,a33f65f6,女,572,40,146146.0,158184.52000000002,"['OHUI/后', 'PORTS', 'BOBBI BROWN']",秋季,29
24564,877296dc,女,19,42,1790.0,1790.0,['施华洛世奇柜'],冬季,1
24565,179fe913,女,595,31,8550.0,8550.0,['AUM（女装）'],春季,3
24566,bf3a5a41,女,1469,24,0.0,175.5,['BIOTHERM'],夏季,1
24567,3f570fb8,女,2195,51,626.0,4130.0,['周大福柜'],秋季,1
24568,01649a2c,女,305,30,2775.0,2775.0,"['Shu Uemura', '阿玛尼GIORGIO ARMANI', 'Dior']",春季,3
24569,fa0ad74a,女,3164,60,4472.0,4472.0,"['BOBBI BROWN', 'III VIVINIKO', 'LANCOME']",夏季,3
24570,6f39fcb4,女,1004,29,12644.0,12644.0,"['KENT&CURWEN柜', 'PORTS', 'Clarks(新)']",春季,4
24571,71daf383,女,869,34,2800.0,14000.0,['瑞士钟表柜'],夏季,1
24572,a02e086c,男,2370,50,14737.0,14817.0,"['VASTO柜', '比华利.保罗 柜', '吉弗雷 柜']",夏季,5
24573,61f38dcb,女,2779,41,890.0,890.0,['MODELAB'],夏季,1
24574,b1d0000f,女,4787,56,26204.0,39378.5,"['罗莱柜', 'PORTS', 'LIU JO 柜']",春季,11
24575,495506b5,女,1351,36,1264.0,2732.0,"['Dior', 'CHANEL', 'CLINIQUE']",春季,2
24576,be8f7532,女,756,25,300.0,300.0,['Dior'],春季,1
24577,f366bc04,女,17,45,1380.0,1380.0,['VME柜'],夏季,2
24578,0d8d2049,女,3163,46,20358.989999999998,20717.489999999998,"['ELLASSAY歌力思', 'CLINIQUE', 'ladanum&myteno']",秋季,8
24579,b29c70d6,女,1485,32,3870.0,14749.6,"['CLARINS', '娇韵诗柜']",春季,5
24580,b60ae210,男,1059,50,8923.0,8923.0,"['厚木柜', 'CA BRIDA 柜', '卡尔丹顿(男装)柜']",冬季,2
24581,72bee2f7,男,949,38,2165.0,2165.0,['雅诗兰黛ESTEE LAUDER'],冬季,1
24582,3d186fe6,女,1375,27,1005.0,1005.0,"[""科颜氏(Kiehl's)"", '兰芝柜']",春季,1
24583,a2ed5fbf,女,668,31,35135.0,56605.0,"['GUERLAIN', '娇兰柜', '娇兰(GUERLAIN)']",冬季,11
24584,ab8e804d,女,1441,32,1685.0,1685.0,['LANCOME'],夏季,1
24585,66c8a613,女,2788,43,2929.0,26564.0,"['罗莱柜', '周大福柜']",秋季,2
24586,6421bfc0,女,1041,40,14764.0,15802.8,"['V-GRASS柜', ""科颜氏(Kiehl's)"", 'Rime']",秋季,4
24587,2045c1e3,女,1471,32,694.0,694.0,"['STAY REAL柜', '欧舒丹柜', '虎牌']",冬季,2
24588,c288e1bf,女,1807,52,0.0,288.0,['LEONARDO'],春季,1
24589,4744d185,女,1858,62,23693.0,23693.0,"['SHEFL(女装）', 'LA FEE', 'INSUN']",冬季,6
24590,091c915c,男,2183,48,31339.0,34056.0,"['CLEAR LUCERNE', '欧舒丹柜', 'CHANEL']",春季,22
24591,2006a6ba,女,4,48,0.0,6042.0,"['LA MER', '迈雅(*)']",冬季,2
24592,0633781c,男,2125,38,3738.67,4606.0,"['Zippo', '新博朗 柜']",夏季,2
24593,90b635bf,女,1951,52,5762.0,5762.0,"['BIOTHERM', '雅诗兰黛ESTEE LAUDER', '雅芳婷柜']",秋季,6
24594,64da8b14,女,676,53,29350.0,51010.0,"['CHANEL', 'MISS & MISS 柜', '帕翠亚']",春季,7
24595,e3b4fe36,女,868,32,3080.0,3080.0,['LANCOME'],夏季,1
24596,830f77a0,男,1924,47,3073.0,7379.0,"['六福柜', '巨臣乐柜', '同仁堂柜']",冬季,2
24597,2b110310,女,3499,48,840.0,840.0,['AS 柜'],夏季,1
24598,be27464c,女,3312,44,5732.0,5732.0,"['CHANEL', 'Koradior']",冬季,2
24599,5ff9ec28,男,3317,36,5425.0,5960.5,"['JuicyCouture柜', 'VME柜', 'Zippo']",春季,5
24600,85b7cade,女,804,44,74749.0,116499.27000000002,"['KODICE', '雅诗兰黛ESTEE LAUDER', 'EK']",秋季,25
24601,fc5a85bf,女,1129,53,2647.0,3723.04,"['LIU JO 柜', 'nisiss', 'TOMMY  HILFIGER']",夏季,3
24602,b292ccc5,女,2285,47,4411.0,4411.0,"['LANCOME', '吉弗雷 柜']",夏季,2
24603,481ce26b,女,1868,30,2511.0,2850.3,"['伊维斯（特卖）柜', '韵魅柜', '伊维斯柜']",冬季,5
24604,a8122a4d,男,973,31,4299.0,4299.0,"['CLINIQUE', ""科颜氏(Kiehl's)"", 'Calvin Klein Jeans柜']",夏季,3
24605,9bfda6ed,女,1516,45,5432.0,5432.0,['潘多拉(PANDORA)'],夏季,1
24606,9d0d427c,女,624,62,9374.0,11174.0,"['HUGO BOSS柜', 'Lonino Lamborghini', 'VICUTU']",春季,3
24607,8a066cb4,女,177,27,0.0,1881.6000000000001,"['阿玛尼GIORGIO ARMANI', 'YSL']",冬季,1
24608,6bc3ed9c,女,120,37,11178.39,13341.0,"['MU', '香奈儿柜', 'LANCOME']",冬季,7
24609,2691b725,女,2874,37,20509.8,31803.4,"['欧舒丹柜', 'PAW IN PAW', ""科颜氏(Kiehl's)""]",秋季,32
24610,73d4703c,女,1075,29,820.0,820.0,['香奈儿柜'],冬季,1
24611,24789f81,男,2458,32,8710.0,8710.0,"['雅诗兰黛ESTEE LAUDER', 'GUERLAIN', '碧欧泉(BIOTHERM)']",夏季,11
24612,edab1ad9,女,2941,57,2370.0,2370.0,['科颜氏柜'],冬季,1
24613,2a3e33fa,女,2766,56,9795.0,14906.1,"['雅氏 柜', 'COACH 柜', 'LANCOME']",春季,5
24614,4e4cb003,男,951,40,7226.0,7226.0,"['HUGO BOSS柜', 'Triumph', 'K.H.Design']",春季,3
24615,3130a2b4,女,102,49,0.0,5344.200000000001,"['Koradior', 'Ahaus']",秋季,1
24616,0b9e0d8e,女,1516,41,310.0,310.0,['兰芝柜'],春季,1
24617,324cf977,女,1329,27,6946.0,6946.0,"['希思黎柜', '莎莎苏 柜', 'LUNA柜']",冬季,4
24618,3127369c,女,608,34,0.0,1573.1999999999998,"['小师贝恩', '施华洛世奇柜']",春季,2
24619,f171e190,女,3184,39,4136.0,4136.0,"['乔治.阿玛尼', '兰芝柜', 'VASTO柜']",冬季,3
24620,ceea9384,女,1154,34,1320.0,1320.0,['施华洛世奇柜'],冬季,1
24621,c9f4e2f7,女,1031,38,3822.0,4794.0,['BIOTHERM'],春季,6
24622,3eaf4e67,男,1688,49,71790.0,78606.0,"['沙驰男装柜', '兰蔻柜', 'SATCHI男装']",春季,40
24623,a3b28e59,女,863,27,3329.0,3695.5,"['CLINIQUE', '施华洛世奇柜', '潘多拉(PANDORA)']",冬季,3
24624,6f599142,女,435,51,3278.0,3278.0,['嘉宝柜'],春季,1
24625,45da53f0,男,1203,30,1345.0,1345.0,"['兰芝柜', '迪奥柜']",冬季,2
24626,4d8c13d1,女,436,50,51132.0,58613.0,"['欧莱雅柜', 'ATSUGI', 'Insun柜']",春季,35
24627,77a8b0bc,女,436,45,78745.0,78745.0,"['DOHO柜', 'LUNA柜', 'MARYLING']",春季,12
24628,66a29275,女,1653,31,1435.0,1435.0,['香奈儿(CHANEL)'],冬季,2
24629,db50ac0e,女,4850,52,10049.0,10049.599999999999,"['viviniko', 'KALTENDIN(男装)', '杰克斯（男装）']",秋季,3
24630,b30d9ad1,男,2440,44,34838.0,34838.0,"['ELLE柜', '吉弗雷 柜', '兰蔻柜']",冬季,11
24631,4fe60217,女,1153,37,40495.87,54777.74,"['Sisley', '希思黎柜', '希思黎(Sisley)']",春季,12
24632,10c71ff7,女,3171,62,880.0,880.0,['罗莱柜'],秋季,1
24633,258fa959,女,3333,55,19355.0,46148.7,"['LANCOME', 'Dior']",夏季,14
24634,fb0fd2b2,女,2872,60,0.0,4860.0,['雅诗兰黛柜'],春季,1
24635,bb451de6,女,783,56,13491.0,14371.0,"['KENT&CURWEN柜', 'AutaSon']",春季,6
24636,54782cb3,女,1010,28,11701.76,13618.0,"['LANCOME', '飞利浦 柜', 'YSL']",春季,16
24637,9b6d063e,女,1464,60,35329.0,35529.0,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛柜', '雅诗兰黛(ESTEE LAUDE']",春季,13
24638,fcbcd46d,女,873,45,1763.0,1763.0,"['嘉里奥', 'ATSUGI']",秋季,3
24639,e0d47f0b,女,23,30,4264.0,4264.0,"['COACH 柜', '虎牌']",夏季,2
24640,3b3f77c5,女,1070,36,6955.0,13628.8,"['BOBBI BROWN', 'COACH 柜', 'ARMANI COLLEZIONI']",夏季,3
24641,73b052e3,女,4809,56,3948.0,3948.0,"['LaVico', '铠琪 柜', 'PANDORA柜']",秋季,3
24642,8aa3590f,女,732,43,8718.0,8717.6,"['MAX&CO柜', 'PANDORA柜', 'ICICLE']",秋季,3
24643,d0acb44e,女,5031,54,21886.0,21886.0,"['MAX&CO柜', '帕翠亚', 'LUNA柜']",夏季,6
24644,8f5e255c,女,658,44,4766.54,11802.0,"['Le Creuset(酷彩)', 'ROOKIE', 'III VIVINIKO']",秋季,6
24645,904ebb52,男,3382,38,998.0,998.0,['STAY REAL柜'],冬季,1
24646,7fda9345,女,1530,51,7720.0,7910.0,"['雅诗兰黛柜', '赫莲娜(HR)', '雅诗兰黛ESTEE LAUDER']",春季,7
24647,a7c6f2e7,女,2830,54,2930.0,2930.0,['CANUDILO柜'],冬季,2
24648,94b37aa6,女,1411,33,39474.0,100652.0,"['CLARINS', 'Shu Uemura', 'BIOTHERM']",春季,14
24649,917cb3f0,女,1692,57,3783.0,3783.0,"['pikolinos', 'Dior', 'ecco']",冬季,3
24650,f8059bf9,女,1471,28,3245.0,5126.0,"['芭比波朗(BOBBI BROWN', 'YSL', ""科颜氏(Kiehl's)""]",春季,3
24651,7c1d2ffd,女,136,43,1111.0,1111.0,['Thursday Island'],夏季,1
24652,1b40a8ec,女,2321,33,3221.0,3221.0,"['PAWINPAW 柜', '植村秀柜']",冬季,2
24653,16ded240,女,2357,44,5362.0,5362.0,"['Embry Form(4F)', '23区']",夏季,1
24654,2d5dba24,女,1753,36,1601.0,1601.0,"['OHUI/后', 'Triumph', 'Aimer']",夏季,3
24655,610a0034,女,1502,33,2660.0,2660.0,['乔治.阿玛尼'],春季,1
24656,4c992e9b,女,617,30,4050.0,4050.0,['COACH 柜'],春季,1
24657,ce51fc01,女,495,49,29802.0,30994.0,"['罗卡芙', '菲仕乐柜', 'VME柜']",冬季,7
24658,5dc84f3d,女,2284,26,280.0,280.0,['CLINIQUE'],春季,1
24659,8d3c00b8,女,2310,41,2980.0,2980.0,['PINKO'],冬季,1
24660,ce7c9018,女,308,56,64291.0,150285.21999999997,"['PORTS', 'ladanum&myteno', '朗姿柜']",春季,32
24661,0930ae5e,女,3197,47,9650.0,9650.0,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛柜']",春季,5
24662,1990694a,女,1433,25,2040.0,2040.0,['香奈儿柜'],冬季,1
24663,5ba87da4,女,1419,33,3274.0,5876.88,"['Shu Uemura', 'VME柜']",夏季,4
24664,65a6c166,女,1258,46,1485.0,1485.0,"['兰芝柜', '阿玛尼GIORGIO ARMANI', '欧舒丹柜']",春季,3
24665,e5d854cd,女,1060,28,6310.0,6310.0,['娇韵诗柜'],冬季,3
24666,18ea7f7a,女,953,28,67163.0,91883.8,"['COACH 柜', '莱珀妮(La Prairie)', 'BIOTHERM']",春季,34
24667,8f2de951,女,435,41,3999.0,3999.0,"['ENWEIS', 'Shu Uemura', 'APM']",夏季,4
24668,0c82ba45,女,1218,42,4812.0,4812.0,"['雅诗兰黛ESTEE LAUDER', 'SATCHI皮具', '欧舒丹柜']",夏季,2
24669,83f14234,男,950,46,9180.0,9180.0,"['ARMANI COLLEZIONI', 'PORTS']",春季,2
24670,c20e7917,女,5,28,21406.0,22334.0,"['罗卡芙', '新博朗 柜', '多样屋柜']",冬季,3
24671,28c3c548,男,920,59,1791.0,1791.0,['TUMI 柜'],夏季,1
24672,7fcfc32e,女,1088,58,5828.0,5828.0,"['Ecco柜', 'ECCO柜', 'YARLOKS（女鞋)']",冬季,2
24673,cfb383a6,女,2777,54,8046.0,8046.0,['M.TSUBOMI柜'],春季,1
24674,4b7e5bba,女,1763,33,6110.0,6110.0,"['COACH 柜', '雅诗兰黛柜', 'MAC柜']",冬季,3
24675,0aedf148,女,909,29,7756.0,7756.0,['罗莱柜'],夏季,1
24676,3c3baf6b,女,377,46,12286.0,12286.0,"['朗姿柜', 'MARYLING', 'Sheme']",春季,4
24677,b3b562c9,女,877,45,17628.0,53507.0,"['CHANEL', 'OHUI/后', '香奈儿(CHANEL)']",夏季,12
24678,9b1bade2,女,773,35,136996.0,136996.0,"['MaxMara 柜', '欧舒丹柜', 'Maxmara 柜']",春季,11
24679,79e81262,男,82,50,4777.0,7224.0,"['内野柜', '飞利浦 柜']",春季,2
24680,4b95603c,女,220,54,270.0,270.0,['LANCOME'],夏季,1
24681,25f91989,女,3282,55,1796.0,1796.0,['ICICLE'],夏季,1
24682,23e17ed6,女,1644,45,1839.0,1839.0,"['乔治.阿玛尼(GIORGIO', '植村秀(Shu Uemura)', '芭比波朗柜']",夏季,4
24683,568c01c6,女,4914,44,490.0,490.0,['AUPRES'],冬季,2
24684,da87a3c6,女,970,26,6015.0,6015.0,"[""科颜氏(Kiehl's)""]",春季,4
24685,67b847e5,女,1651,51,6673.0,8673.0,"['OHUI/后', 'Jurlique', 'Aimer']",夏季,11
24686,9db4bb38,女,730,29,37797.0,86613.01999999999,"['兰芝柜', '施丹兰 柜', 'SK-II']",春季,38
24687,ffc79b7e,女,4740,35,1085.0,1085.0,['LANCOME'],冬季,1
24688,22bf94e8,男,1889,36,13728.0,13728.0,"['迪奥柜', '雅诗兰黛柜', '迪奥(Dior)']",春季,4
24689,6ead5252,女,516,50,20539.0,24815.8,"['OBBLIGATO', 'CARBANNIA（卡邦尼）', 'DISSONA']",冬季,8
24690,5a9ab110,女,2048,33,260.0,260.0,['bebelux'],秋季,1
24691,ac79ab69,女,1287,48,9546.0,9546.0,"['Aimer', 'LUKA DILONG', 'C31 ROTC']",秋季,6
24692,4d51cfc4,女,1406,42,2126.0,2125.6,"['Fancl柜', '欧莱雅柜']",秋季,3
24693,84a301f8,女,5243,48,8.0,762.6,['周大福柜'],春季,1
24694,6b794185,女,98,29,590.0,590.0,['雅诗兰黛ESTEE LAUDER'],秋季,1
24695,6defa528,男,944,45,3124.0,3124.0,"['SATCHI皮具', 'HUGO BOSS柜']",春季,2
24696,3fc6b0a4,女,703,44,9966.0,9966.0,"['S.T.Dupont、Ostrich', 'HUGO BOSS柜', 'YARLOKS']",春季,2
24697,9caad58b,女,1237,29,0.0,890.0,['Dior'],秋季,1
24698,d37a7409,男,2448,56,4374.0,4374.0,['VASTO柜'],春季,2
24699,f26575a4,女,39,24,29673.0,30353.4,['沙驰'],秋季,1
24700,c075c89e,女,1589,38,13034.0,13033.0,"['英乐士', 'DOHO柜', '小师贝恩']",秋季,7
24701,0ca0699e,女,2246,55,39500.0,39500.0,"['Badgley Mischka', 'CHANEL', 'Juicy Couture']",秋季,10
24702,2a1bd3b5,女,4272,37,414.0,414.0,['Fancl柜'],夏季,1
24703,21e2bb42,女,2017,36,2628.0,2628.0,"['HEYIN集合柜', 'EK', 'ROOKIE']",夏季,4
24704,6f3e3e1c,女,1629,46,56134.0,60416.1,"['CHANEL', 'BIOTHERM', 'H.GENTEEL荷高']",秋季,19
24705,b2f20278,女,1021,29,2260.0,2260.0,"['YSL', 'Dior', 'HUGO BOSS柜']",秋季,3
24706,b4f64789,女,1440,28,310.0,1453.0,"['Shu Uemura', '雅诗兰黛柜']",夏季,2
24707,a744f2e4,女,749,35,7604.0,7252.0,"['LANCOME', '多样屋柜', '兰芝柜']",春季,4
24708,24cd32b1,女,130,41,9069.0,10187.4,"['Dior', '科颜氏柜', '思加图柜']",秋季,9
24709,5ae8117f,女,769,55,1003.0,1003.0,['同仁堂柜'],春季,1
24710,a7d0260c,男,597,38,1270.0,1270.0,['ELLE男包专柜'],春季,1
24711,c562959f,女,876,56,3580.0,3580.0,['Rebecca'],夏季,1
24712,7db2761e,女,2316,42,1584.0,1584.0,['嘉宝柜'],夏季,1
24713,eab5b46b,男,966,30,4340.0,5772.099999999999,"['PANDORA柜', '兰芝柜']",夏季,6
24714,6af8a4e6,男,4437,51,1446.0,1446.0,['TUMI 柜'],冬季,1
24715,0803f79b,女,1489,54,6201.0,11242.8,['SONG OF SONG'],夏季,2
24716,6ff16b7f,女,2079,37,2408.0,2408.0,"['阿玛尼GIORGIO ARMANI', '双立人柜']",夏季,2
24717,a53ffaa5,女,1188,27,3455.0,5535.0,"['兰蔻柜', '欧舒丹柜', 'LANCOME']",春季,4
24718,c57eab2d,女,889,44,2703.0,2703.0,"['ENWEIS', 'LANCOME']",春季,2
24719,0864cba4,女,953,26,910.0,910.0,"[""科颜氏(Kiehl's)""]",春季,1
24720,0cfe7c30,女,3216,50,4594.0,26532.32,"['欧莱雅柜', '兰芝柜', '香水 柜']",秋季,17
24721,b8669934,女,2418,48,1680.0,2904.0,"[""科颜氏(Kiehl's)"", '雅诗兰黛ESTEE LAUDER']",春季,2
24722,b31bbec3,女,2195,31,4210.0,4210.0,"['LANCOME', 'CLARINS']",秋季,2
24723,f12a0b0f,女,996,44,592.0,592.0,['LUNA柜'],春季,1
24724,5e4343ac,女,2063,50,455.0,455.0,['Aimer'],春季,1
24725,ec5fe56f,男,1090,37,2218.0,11088.0,['瑞士钟表柜'],冬季,1
24726,22d2795e,女,1019,50,16693.0,16693.0,"['DOHO柜', 'KODICE 柜', 'LIU JO 柜']",春季,1
24727,ba9d8ae2,女,2408,35,1559.0,5356.0,"['欧舒丹柜', '周大福柜']",冬季,4
24728,77a23d27,女,700,43,19859.0,26889.199999999997,"['YARLOKS（女鞋)', ""科颜氏(Kiehl's)"", '金至尊柜']",春季,14
24729,3d427f4e,女,1672,37,23545.0,23944.5,['LANCOME'],秋季,2
24730,1546be68,女,2632,38,10974.0,10973.8,"['AUPRES', '欧珀莱柜', 'BY selvage 柜']",春季,6
24731,95f2b1e2,女,1768,48,2726.0,2726.0,"['LANCOME', '兰蔻柜', '利快柜']",冬季,2
24732,96f42357,女,26,24,1147.0,1147.0,['Fancl柜'],冬季,1
24733,1a30afd4,女,939,27,14280.0,9445.0,"['雅诗兰黛ESTEE LAUDER', '雅诗兰黛(ESTEE LAUDE', 'CLINIQUE']",夏季,4
24734,05f2958c,女,406,32,4811.0,4811.4,['同仁堂柜'],秋季,1
24735,ec3ccebd,男,445,32,14326.0,14326.0,"['OHUI/后', 'CHANEL', 'MO&CO.EDITION柜']",夏季,8
24736,150ee8a7,女,2530,52,5085.0,5085.0,"['雅芳婷柜', '康宁柜', '利快柜']",夏季,3
24737,a926f7b8,女,4033,43,69.0,2482.0,"['速塑', '雅诗兰黛ESTEE LAUDER', 'ZUCZUG']",冬季,4
24738,5794610d,女,900,31,1750.0,8126.5,"['GUERLAIN', 'ARMANI COLLEZIONI', '欧莱雅柜']",夏季,3
24739,25e0606d,女,965,31,5135.0,5135.0,"['INSUN', '莱尔斯丹柜']",春季,2
24740,afc68f5d,女,860,40,5855.0,7187.0,"['雅诗兰黛ESTEE LAUDER', 'LANCOME', '雅诗兰黛柜']",春季,5
24741,fc5ed57b,女,1920,57,737.0,737.0,[],冬季,1
24742,70b87b51,女,299,25,7700.0,7700.0,['LANCOME'],秋季,4
24743,6cd4d3c7,女,1923,20,3450.0,3450.0,['雅诗兰黛柜'],春季,1
24744,71ffaccf,男,1168,46,3180.0,3180.0,"['雅格名鞋廊', 'CLEAR LUCERNE']",冬季,1
24745,e4b217a6,男,3339,68,8182.44,13545.72,"['PAW IN PAW BABY', 'natwres柜', 'soho柜']",冬季,9
24746,0e1f104a,女,2437,49,29367.0,37172.340000000004,"['LANCOME', 'INSUN', '兰芝柜']",夏季,24
24747,a90bacf0,女,3273,51,43665.0,46663.85,"['N.PAIA', 'MAX&CO柜', '希思黎(Sisley)']",秋季,10
24748,c04ae3a1,女,1484,33,950.0,950.0,['雅诗兰黛柜'],冬季,1
24749,e5eed4db,女,3499,30,6065.0,6065.0,"['BOBBI BROWN', 'OHUI/后']",冬季,4
24750,fa0e46f6,女,1129,30,883.0,2335.0,"['雅诗兰黛柜', '六福柜']",冬季,2
24751,7d789103,女,1030,32,4108.0,17220.0,"['谢瑞麟柜', '雅诗兰黛(ESTEE LAUDE']",春季,2
24752,21b44a78,男,1998,48,2750.0,2750.0,"['施华洛世奇柜', '香奈儿(CHANEL)']",夏季,2
24753,58f78009,男,151,36,5290.0,5290.0,[],夏季,1
24754,0eed8c2d,女,1446,46,2528.0,3248.0,['ecco'],夏季,2
24755,235cc2be,女,3346,39,1180.0,1375.0,"['CLINIQUE', 'BOSE 柜']",冬季,2
24756,4588c377,男,853,48,4566.0,4566.0,"['YARLOKS（女鞋)', ""SHE'S"", '兰芝柜']",秋季,3
24757,51b26191,女,703,33,3700.0,3700.0,"[""科颜氏(Kiehl's)""]",冬季,1
24758,a3238947,男,4654,43,3272.0,3272.0,['pikolinos'],春季,1
24759,bfe3304a,男,1316,35,31225.0,34676.1,"['科颜氏柜', 'GIVENCHY 柜', '植村秀柜']",春季,14
24760,5d80fdf6,女,3347,63,240.0,240.0,['科颜氏柜'],春季,1
24761,4f706797,女,1712,48,580.0,1580.0,"['兰芝柜', '雅诗兰黛(ESTEE LAUDE']",夏季,2
24762,6142844b,女,1614,35,6773.0,16979.020000000004,"['soho', '小笑牛', '绿典']",春季,21
24763,ab07c7d7,女,7,31,2210.0,7141.0,['同仁堂柜'],冬季,1
24764,5917a406,女,3332,46,3215.0,3215.0,"['多样屋柜', 'BIOTHERM', '欧舒丹柜']",夏季,5
24765,d665f4d2,女,424,30,60.0,60.0,['YSL'],冬季,1
24766,ea8b05a5,女,2109,46,59512.990000000005,57505.0,"['兰蔻柜', 'LANCOME', '雅诗兰黛(ESTEE LAUDE']",冬季,10
24767,2c3016e8,女,9,24,493.0,493.0,['MARJA KURKI'],冬季,1
24768,3ddd83e4,女,2103,54,11339.0,11839.0,"['SONG OF SONG', 'CANUDILO柜', '雅格名鞋廊']",夏季,3
24769,589c9d50,女,355,38,43670.0,51083.759999999995,"['PAW IN PAW BABY', 'LANCOME', 'soho']",秋季,20
24770,29962b3f,女,199,40,0.0,3280.0,['LANCOME'],春季,1
24771,cbb108d2,男,1726,48,8200.0,21200.0,"['COACH 柜', '周大福柜']",春季,3
24772,ef979b3e,男,2936,35,10791.0,12314.0,"['碧欧泉柜', '海蓝之谜(LA MER)', '植村秀柜']",夏季,11
24773,116df1f0,女,746,30,5084.0,5084.0,"['ROOKIE', '玩点名堂', '雅格名鞋廊']",秋季,3
24774,7962242e,女,2276,62,6091.0,6090.0,['欧莱雅柜'],冬季,6
24775,43f269c4,男,1278,36,9508.0,9508.0,"['吉弗雷 柜', 'iblues柜', 'S.T.Dupont、Ostrich']",夏季,2
24776,3a990bab,男,1259,26,239.0,239.0,['BABY DE MODE'],夏季,1
24777,42cb4089,女,933,34,520.0,520.0,['兰芝柜'],夏季,2
24778,02a7816b,男,2263,38,0.0,25312.5,['LANCOME'],夏季,5
24779,f751d3be,男,2178,41,790.0,790.0,['威可多柜'],春季,1
24780,a7a6408b,女,712,46,5724.0,5724.0,['DOHO柜'],春季,1
24781,127dbabd,女,1320,52,8178.0,13885.0,"['CLINIQUE', '倩碧柜', '莎莎苏 柜']",夏季,9
24782,72b11110,女,1882,36,327.0,2715.8,"['SATCHI女包', '周大福柜', '香奈儿柜']",冬季,3
24783,9240cc0a,女,2561,38,286.0,486.0,"['benefit修眉柜', '阿玛尼GIORGIO ARMANI']",冬季,2
24784,376e222a,男,939,41,9700.0,9700.0,['海蓝之谜(LA MER)'],夏季,1
24785,498a45b3,女,1753,37,310.0,310.0,['圣罗兰柜'],春季,1
24786,44c03f44,女,3212,48,2258.0,2258.0,"[""科颜氏(Kiehl's)"", 'YARLOKS（女鞋)']",冬季,2
24787,72247b0f,女,839,25,10330.0,10330.0,"['LANCOME', 'CHANEL', 'SK-II']",冬季,3
24788,b0f24d37,女,1099,45,14901.0,14901.0,"['N.PAIA', '朗姿柜', 'TOP柜']",春季,3
24789,43de5b66,女,743,39,3310.0,3310.0,"['CHANEL', 'ROOKIE', 'AD KIDS']",春季,4
24790,e0339441,女,1298,50,6315.0,6315.0,['VASTO柜'],夏季,2
24791,b75dac41,女,1591,47,95601.0,111864.23999999999,"['LANCOME', 'LAMPO', '蓝豹柜']",春季,48
24792,125a4fce,女,3317,38,8230.0,8230.0,"['APM', 'VME柜', 'pikolinos']",夏季,6
24793,48c4a6b6,女,968,52,395.0,395.0,['VICUTU'],秋季,1
