,rhsc,xfsp,sfpc,zjxf
25511,2744,1420.0,1,128
25512,493,94197.0,10,731
25513,3798,1946.4,3,1060
25514,862,7216.0,2,1059
25515,3264,9370.0,5,178
25516,1263,8128.0,2,831
25517,1419,895.0,1,923
25518,3190,4460.0,3,80
25519,1262,10960.0,2,204
25520,2463,13337.0,9,717
25521,91,1597.0,2,818
25522,772,13692.0,7,21
25523,280,3490.0,5,772
25524,1920,10649.0,4,156
25525,550,7342.0,3,861
25526,2219,4059.0,3,159
25527,251,1215.0,1,1059
25528,1798,12015.9,4,755
25529,3331,1657.0,1,779
25530,1911,17762.6,23,1095
25531,929,19460.0,3,148
25532,2012,860.0,1,939
25533,1492,735.0,1,886
25534,4455,6803.0,4,529
25535,2307,1230.0,2,87
25536,2409,66759.7,20,488
25537,929,1265.0,1,966
25538,1927,8047.0,4,228
25539,1330,1634.0,1,836
25540,1056,21064.7,21,1087
25541,923,320.0,1,164
25542,1570,1934.0,2,1074
25543,2771,5520.0,3,941
25544,941,870.0,1,1026
25545,1511,12234.0,7,1059
25546,968,1279.8,1,695
25547,2057,1010.0,1,55
25548,4409,3532.0,1,501
25549,4271,38142.72,17,1010
25550,1925,172418.32,44,492
25551,3373,8469.0,2,1094
25552,1319,3380.0,1,1060
25553,1342,1355.0,1,1059
25554,1621,14914.22,7,585
25555,2148,6968.0,4,710
25556,2027,24421.0,3,640
25557,2221,1690.0,3,473
25558,482,10911.0,3,969
25559,1096,52148.1,21,227
25560,2517,9768.0,4,1031
25561,2658,10831.6,6,829
25562,1121,25325.0,12,987
25563,5223,72913.28,5,1094
25564,1096,1800.0,1,861
25565,884,4662.0,1,1066
25566,3341,830.0,1,1094
25567,965,12482.12,3,923
25568,384,19070.1,3,1074
25569,1093,9038.0,5,1036
25570,3320,7107.0,2,920
25571,1034,6959.0,4,126
25572,5,9950.0,3,1044
25573,914,4540.5,5,951
25574,744,2352.0,3,1081
25575,3226,1575.0,1,643
25576,2463,1079.0,1,59
25577,1050,398.0,1,444
25578,3112,18533.1,7,94
25579,979,534.0,1,952
25580,3079,4055.0,3,1094
25581,27,12786.02,6,1007
25582,4850,1600.0,1,814
25583,933,3930.0,2,923
25584,587,68121.2,11,849
25585,1040,660.0,1,88
25586,2357,10673.8,4,701
25587,2764,5014.0,3,501
25588,576,7988.1799999999985,7,373
25589,55,480.0,1,141
25590,3,10978.0,1,36
25591,214,2060.0,1,882
25592,251,1859.0,2,183
25593,1189,960.0,1,595
25594,466,7636.0,2,772
25595,2046,6090.0,2,841
25596,3169,6556.0,4,172
25597,2178,260.0,1,239
25598,4487,24849.0,5,210
25599,1023,376.7,1,678
25600,2700,750.0,1,13
25601,1034,300.0,1,451
25602,3174,1458.2400000000002,1,514
25603,105,175878.71,12,43
25604,1977,2952.0,1,174
25605,1750,8500.0,5,1050
25606,1928,22869.0,8,193
25607,2153,20524.0,4,813
25608,3606,13381.0,8,657
25609,2495,14695.0,4,605
25610,3325,17084.280000000002,5,505
25611,2389,339757.64,104,1047
25612,905,3780.0,1,1076
25613,2665,348.0,1,893
25614,3150,4660.0,1,1096
25615,869,988.0,2,0
25616,1399,810.0,2,27
25617,1899,7615.0,4,126
25618,4,958.0,1,138
25619,4437,9232.0,2,500
25620,796,4908.0,2,833
25621,1163,22649.5,4,233
25622,917,18066.0,3,1070
25623,1250,14511.0,4,1087
25624,934,28687.4,13,1059
25625,1003,1860.0,1,884
25626,1063,6178.0,2,144
25627,2223,16848.9,13,729
25628,4435,1455.0,1,773
25629,1194,320.0,1,854
25630,4807,13950.0,1,529
25631,1358,7280.0,2,695
25632,2925,1313.0,3,979
25633,32,1440.0,1,1095
25634,1672,2906.0,2,156
25635,919,2223.0,1,618
25636,992,45566.93,20,32
25637,469,790.0,2,644
25638,895,1275.0,2,730
25639,2553,6643.9,5,942
25640,28,480.0,1,1050
25641,787,6532.0,2,38
25642,880,4273.0,1,1091
25643,1841,41246.5,18,146
25644,580,24750.0,1,996
25645,1066,2952.0,1,446
25646,2664,265.0,2,1020
25647,1000,5800.0,7,1060
25648,3251,21920.0,5,609
25649,68,24030.0,12,675
25650,1555,2520.0,1,720
25651,1020,11217.0,2,851
25652,39,40420.4,9,1061
25653,1591,280.0,1,1096
25654,4578,3727.0,3,917
25655,3334,2874.0,2,1076
25656,3015,1120.0,1,829
25657,3158,864.0,1,825
25658,946,16735.0,4,94
25659,2241,22498.0,4,836
25660,320,24341.200000000004,9,69
25661,2595,9844.0,4,493
25662,2622,3675.0,3,453
25663,863,158028.8,38,1081
25664,949,7765.0,1,913
25665,935,1791.0,1,373
25666,1986,7239.0,6,1074
25667,2994,5032.1,2,35
25668,1023,2200.0,1,1083
25669,1443,400.0,1,928
25670,3317,1533.0,1,729
25671,4410,1203.0,2,468
25672,992,7111.0,2,115
25673,1237,20792.0,15,872
25674,1887,8944.0,1,891
25675,1312,7740.0,1,836
25676,3186,340.0,1,122
25677,4099,40932.0,10,695
25678,675,4596.0,5,558
25679,1923,3417.0,3,158
25680,2225,460.0,1,867
25681,1041,20.0,1,1047
25682,1349,22418.0,1,858
25683,3199,7212.4,5,1082
25684,1746,2892.96,1,996
25685,3547,2153.0,2,225
25686,3146,6474.9,3,1059
25687,953,9090.0,1,904
25688,2212,950.0,1,730
25689,1568,7080.0,2,193
25690,2776,14423.5,7,154
25691,1089,30503.4,14,25
25692,783,6329.3,4,667
25693,2406,448.0,1,484
25694,2585,4564.5,4,809
25695,2597,3042.0,2,1067
25696,1917,2195.0,2,1095
25697,3394,11483.0,5,546
25698,2848,9826.0,3,696
25699,1293,6869.0,4,455
25700,751,213961.1,34,920
25701,217,43235.0,19,644
25702,1910,1820.0,4,143
25703,1394,1347.0,3,743
25704,996,6487.0,3,786
25705,3053,2369.0,1,219
25706,647,9937.0,3,1060
25707,1136,886.0,2,9
25708,349,5176.4,3,455
25709,2517,53001.0,6,819
25710,1363,2380.0,1,209
25711,707,96423.7,13,871
25712,407,2358.0,2,1059
25713,2936,12314.0,11,605
25714,2385,2685.0,2,963
25715,513,6353.8,7,713
25716,436,46450.59999999999,17,1027
25717,3757,2988.0,1,736
25718,294,17961.0,4,1050
25719,2168,7414.0,4,103
25720,2923,3608.0,1,167
25721,672,890.0,1,883
25722,1099,570.0,1,793
25723,862,8492.0,4,693
25724,650,8473.0,7,89
25725,1261,10800.0,1,493
25726,2153,4280.0,2,224
25727,1118,22792.0,5,1060
25728,4692,23647.300000000007,11,571
25729,989,2659.0,2,1045
25730,1098,6626.0,3,760
25731,67,14476.0,2,793
25732,2387,8224.0,1,38
25733,3081,2664.0,1,959
25734,392,18165.05,19,170
25735,1096,11200.0,2,1091
25736,1103,10776.0,3,866
25737,437,16205.0,3,150
25738,3254,930.0,1,1028
25739,705,34251.4,11,1052
25740,4512,6042.0999999999985,2,27
25741,1345,10557.0,6,21
25742,2591,5160.0,2,921
25743,3609,83824.7,25,868
25744,2437,18358.0,3,727
25745,16,4950.0,1,1074
25746,1582,5100.0,1,1060
25747,2315,320.0,1,1059
25748,775,6270.0,3,950
25749,2804,195.0,1,997
25750,2589,311912.5,11,1087
25751,923,3240.0,1,1065
25752,2642,11424.0,5,516
25753,2436,38694.2,12,716
25754,991,24273.0,1,46
25755,1041,8401.0,13,79
25756,3310,1512.0,1,954
25757,2549,574.0,1,833
25758,1613,12029.0,1,46
25759,998,22669.0,8,89
25760,924,390.0,1,969
25761,896,2515.0,2,63
25762,1872,59797.0,17,150
25763,548,63408.0,5,1066
25764,2386,8098.0,1,837
25765,3527,680.0,1,171
25766,646,148744.68,33,999
25767,1317,12374.5,4,1031
25768,1096,5304.0,1,1009
25769,2942,27298.7,22,695
25770,949,27547.5,8,822
25771,1998,19105.0,5,1089
25772,609,799.2,1,1073
25773,1087,2489.9999999999995,1,79
25774,492,5313.0,5,1095
25775,1659,49806.6,20,572
25776,857,8110.0,4,936
25777,586,8060.0,4,662
25778,4039,2712.0,1,1079
25779,33,15137.0,3,483
25780,2304,850.0,1,1065
25781,1590,910.0,1,704
25782,843,4440.0,1,506
25783,1655,23562.0,9,997
25784,4082,3270.640000000001,2,775
25785,1167,3722.0,3,1059
25786,2384,67745.0,14,57
25787,3637,4800.0,3,1045
25788,439,51702.0,18,184
25789,448,49312.0,13,0
25790,1117,4098.0,1,1052
25791,1080,22315.0,4,674
25792,2650,26147.2,5,946
25793,1586,1396.0,1,1060
25794,1750,1828.2,2,958
25795,1840,207.0,3,925
25796,2897,68480.0,1,681
25797,965,660.0,1,1060
25798,2327,8910.0,1,1025
25799,2590,67024.0,11,937
25800,405,3873.6,1,1028
25801,15,19800.0,1,111
25802,3127,5940.0,3,1091
25803,3142,61177.7,48,184
25804,5127,32581.34,9,507
25805,1712,7964.0,4,849
25806,680,19275.6,6,996
25807,3123,7705.0,4,44
25808,352,13860.8,4,110
25809,953,9754.000000000002,7,664
25810,1462,12958.0,2,884
25811,772,258004.26,62,833
25812,1994,10340.0,3,45
25813,5027,11382.0,4,797
25814,3794,14940.5,3,114
25815,2853,240.0,1,111
25816,41,9590.4,1,835
25817,2579,899.0,1,745
25818,2644,3180.0,1,134
25819,2300,9994.9,5,709
25820,928,1280.0,1,485
25821,750,28561.0,5,373
25822,3229,1129.0,2,192
25823,4552,1520.0,2,787
25824,2561,1800.0,1,1077
25825,444,169732.76,55,953
25826,2217,3053.0,3,169
25827,1015,3580.0,1,99
25828,1593,1763.0,1,827
25829,323,6275.0,1,991
25830,933,520.0,2,55
25831,1018,390909.46,48,1071
25832,2456,2453.0,1,542
25833,3296,10433.0,9,176
25834,22,10565.0,6,132
25835,2114,11065.0,9,712
25836,5,3554.0,7,530
25837,518,47268.0,15,1096
25838,2434,8751.0,1,1061
25839,2321,17671.0,1,794
25840,672,28758.6,16,604
25841,40,3024.0,1,1089
25842,3,34528.0,1,1049
25843,1014,3780.0,1,491
25844,950,2736.0,1,206
25845,1619,5281.0,1,731
25846,3343,2800.2,3,801
25847,1430,5664.0,3,93
25848,766,30167.8,25,1060
25849,445,13425.0,6,40
25850,1530,47206.0,14,66
25851,1554,66446.66,19,1009
25852,1131,580.0,1,109
25853,2751,1793.0,1,997
25854,2305,19513.7,8,204
25855,3145,30164.0,12,1066
25856,737,10781.3,6,1073
25857,190,97088.0,12,1072
25858,3128,2108.0,1,913
25859,3377,3450.0,3,968
25860,2495,469.0,1,959
25861,1092,6545.0,1,163
25862,2389,5713.0,7,797
25863,774,2100.0,2,1032
25864,784,2240.0,2,1011
25865,1208,135713.74,48,657
25866,2656,2320.0,4,205
25867,832,18498.04,4,1022
25868,2196,27212.5,8,83
25869,1620,9022.0,3,232
25870,443,129195.44,55,859
25871,1020,5452.82,3,44
25872,734,1310.0,1,750
25873,889,798.0,1,1095
25874,401,55815.0,12,722
25875,1190,666.0,1,1090
25876,961,17470.0,6,116
25877,1344,340.0,1,75
25878,1712,2730.0,1,588
25879,493,32365.6,7,966
25880,965,11860.0,2,225
25881,50,9792.8,7,235
25882,18,1520.0,1,542
25883,2973,38.0,1,1094
25884,1004,980.0,2,911
25885,3259,808.0,1,520
25886,3309,16157.0,2,1080
25887,4030,940.0,1,734
25888,1481,6547.0,3,1045
25889,2923,3010.5,1,907
25890,3238,12800.5,6,67
25891,3918,22975.300000000007,16,158
25892,1597,8167.0,8,40
25893,2546,270448.84,55,50
25894,1371,4612.0,1,996
25895,3336,1695.0,1,71
25896,2420,3739.0,2,901
25897,14,3247.0,1,989
25898,862,4696.0,1,1095
25899,3156,1376.0,2,1027
25900,3217,11011.0,5,231
25901,259,23144.7,7,47
25902,980,3680.0,1,441
25903,1411,320.0,1,775
25904,554,5088.0,2,1039
25905,1651,8673.0,11,27
25906,950,970.0,1,1081
25907,1910,650.0,1,51
25908,438,188000.9,18,69
25909,2100,1944.0,1,871
25910,2498,5686.18,1,531
25911,3445,2500.0,1,960
25912,3199,8680.0,9,997
25913,721,546825.25,109,537
25914,4375,39473.0,12,495
25915,1440,14637.0,1,1088
25916,1793,1300.0,1,892
25917,3067,3686.0,3,450
25918,2139,6159.0,3,44
25919,534,169384.3,44,1066
25920,4110,261019.24,81,213
25921,2686,15257.2,5,797
25922,926,600.0,1,36
25923,230,10012.0,2,871
25924,5007,34357.5,10,213
25925,3307,14239.0,7,1032
25926,6,3110.0,1,505
25927,3449,4686.0,2,732
25928,887,27160.71,5,829
25929,1046,1295.0,1,1067
25930,4752,3598.0,1,1095
25931,1112,360.0,1,1064
25932,1016,2980.0,3,959
25933,1920,12790.0,5,1088
25934,2920,4131.0,2,966
25935,2400,12374.2,3,695
25936,1089,4280.0,1,1069
25937,901,3550.0,2,1055
25938,2366,8668.0,1,930
25939,362,117939.0,30,695
25940,1776,900.0,2,1037
25941,3137,1660.0,1,64
25942,4382,5608.0,3,465
25943,1714,23204.5,6,639
25944,1242,17986.0,14,927
25945,682,80.0,1,703
25946,2491,9467.0,5,1051
25947,2148,12055.0,5,949
25948,1928,57421.98,12,88
25949,2721,329.0,2,1059
25950,1502,7305.0,4,1088
25951,979,7164.0,1,1096
25952,105,580.0,1,695
25953,765,27094.0,4,53
25954,1125,7800.0,4,522
25955,2771,2832.0,4,1091
25956,1588,3631.5,1,25
25957,849,44648.8,12,1077
25958,3318,2379.0,2,121
25959,2119,11599.0,4,192
25960,1153,2716.0,2,815
25961,882,15946.74,16,1094
25962,2325,6872.0,8,912
25963,646,42.0,1,145
25964,1847,3924.0,1,182
25965,2320,46384.4,11,1068
25966,2422,6829.0,4,1094
25967,2217,40.0,1,624
25968,1785,11679.0,11,1021
25969,684,1340.0,1,1005
25970,3360,115181.1,25,1060
25971,664,9530.0,4,1086
25972,1650,1896.3,1,216
25973,3297,420.0,1,632
25974,719,1025.0,4,1049
25975,468,1448.0,1,1042
25976,3273,9691.1,7,1095
25977,239,1280.0,1,1025
25978,1921,4112.0,3,1024
25979,1117,47703.0,20,877
25980,2400,1360.0,2,934
25981,225,12455.0,11,472
25982,889,52592.0,18,1059
25983,1063,755.0,1,78
25984,2287,2540.0,2,1059
25985,2377,4085.0,10,997
25986,1172,5400.0,2,1061
25987,864,9340.0,1,239
25988,1123,1740.0,1,781
25989,3467,245.0,1,972
25990,1131,1901.0,4,195
25991,135,6510.0,3,234
25992,2584,6560.0,3,1073
25993,570,29759.0,9,1045
25994,1710,9587.0,2,677
25995,2239,16295.0,3,773
25996,1435,27616.0,7,202
25997,2040,286.0,1,233
25998,2705,4830.0,2,1005
25999,3298,18977.120000000006,15,1080
26000,3037,5266.0,2,136
26001,2350,3170.0,2,934
26002,3206,7512.12,3,1066
26003,732,2000.0,1,120
26004,608,118049.6,23,742
26005,702,17354.0,4,856
26006,2686,2389.0,2,210
26007,1540,1520.0,1,977
26008,2652,1426.0,2,989
26009,275,41182.20000000001,4,1095
26010,436,37113.0,9,170
26011,945,4796.0,1,827
26012,1265,10424.0,1,539
26013,1296,840.0,2,34
26014,2355,3300.0,1,8
26015,3014,1187.0,2,660
26016,2684,41017.0,7,514
26017,2916,4342.0,4,798
26018,729,13290.7,6,1051
26019,2370,20688.5,3,899
26020,863,15968.0,7,989
26021,799,8991.0,3,933
26022,1811,40760.24,7,1096
26023,1181,27161.0,7,1089
26024,2531,10639.0,2,146
26025,2414,7942.5,3,113
26026,1413,1520.0,1,654
26027,804,4914.0,3,99
26028,1607,1340.0,1,1017
26029,26,6190.0,1,505
26030,4999,1534.6,3,32
26031,2406,10058.0,3,978
26032,1173,7630.0,4,136
26033,1056,5566.0,1,88
26034,23,4264.0,2,1025
26035,2275,2060.0,3,135
26036,1185,11969.0,3,730
26037,1156,688.0,1,115
26038,1772,2015.0,1,1060
26039,1376,350.0,1,834
26040,3373,540.0,1,1095
26041,2395,1188.0,1,844
26042,1921,2129.0,1,127
26043,2943,2934.0,1,135
26044,199,14040.0,1,911
26045,607,14260.0,1,664
26046,1924,7379.0,2,228
26047,4032,483.0,1,519
26048,2541,5790.0,2,547
26049,3247,14942.0,17,772
26050,523,9794.0,3,612
26051,1588,45356.6,13,1087
26052,1278,21054.0,6,586
26053,1257,14771.0,17,995
26054,250,23801.5,11,18
26055,1719,14094.0,6,1059
26056,2947,2670.0,1,1092
26057,21,8779.0,2,234
26058,30,5659.0,1,119
26059,4809,6700.0,1,1059
26060,656,8649.0,6,80
26061,736,4260.0,3,685
26062,2004,26394.0,7,562
26063,1041,1991.0,1,30
26064,2767,1999.0,1,54
26065,39,6104.700000000002,1,154
26066,1763,6744.0,4,465
26067,2641,14567.0,6,1006
26068,1031,3825.0,2,604
26069,2588,3080.0,1,968
26070,3139,5364.0,1,865
26071,1008,2727.0,1,864
26072,979,28412.2,8,971
26073,2029,6847.0,5,768
26074,3526,15881.0,7,507
26075,1712,1580.0,2,1041
26076,3222,32588.0,12,1
26077,435,4230.0,1,655
26078,1046,9057.0,3,145
26079,608,46125.01,14,1072
26080,2321,9438.5,3,568
26081,67,90.0,1,1059
26082,866,1350.0,1,997
26083,3323,12938.000000000002,6,1071
26084,2033,21138.5,6,945
26085,838,41514.0,13,888
26086,2167,1060.0,2,723
26087,3344,36594.819999999985,11,129
26088,489,43726.26,14,1040
26089,3288,28727.0,15,975
26090,4271,1454.0,2,1066
26091,868,34000.0,1,1078
26092,1413,882.0,1,826
26093,783,2130.0,2,920
26094,2194,1355.0,1,648
26095,642,628.0,1,762
26096,2163,1516.5,1,449
26097,435,3973.0,5,792
26098,22,117061.6,16,734
26099,1512,7000.0,3,576
26100,2395,120848.6,23,1093
26101,3180,5003.0,2,1008
26102,2782,7511.0,2,469
26103,2017,8398.0,1,909
26104,726,2730.0,3,1066
26105,1351,8802.79,7,1094
26106,1060,9284.0,1,694
26107,417,43167.67999999999,6,183
26108,2399,41619.4,10,1080
26109,119,680.0,1,81
26110,3215,1240.0,2,454
26111,3148,506.0,1,34
26112,1031,1356.0,1,821
26113,3206,1638.0,1,1073
26114,3729,1240.0,4,612
26115,784,375.0,1,121
26116,1619,7090.0,5,1095
26117,3117,3620.0,1,1094
26118,457,117375.52,24,600
26119,862,2539.0,2,1022
26120,2162,2514.0,2,917
26121,1636,984.0,2,694
26122,2947,11851.0,7,1018
26123,2058,1699.0,1,771
26124,3312,4571.0,1,31
26125,2456,3028.0,3,633
26126,40,37588.5,3,579
26127,5,22162.499999999996,17,6
26128,2045,36681.0,2,16
26129,236,60407.1,17,752
26130,1647,3339.0,1,53
26131,1612,54440.4,22,1095
26132,1631,52574.42000000001,17,505
26133,435,24445.9,14,1093
26134,3251,4200.0,3,917
26135,226,310.0,1,730
26136,1281,1319.0,1,437
26137,2786,4968.0,4,885
26138,598,320.0,1,509
26139,28,3465.0,1,1096
26140,1634,3100.0,1,1059
26141,1347,1608.0,3,877
26142,2941,4113.0,2,84
26143,2013,57882.4,14,815
26144,4809,5050.0,1,797
26145,3328,1882.0,3,745
26146,2795,13140.0,1,926
26147,2480,14700.0,6,450
26148,959,6330.0,1,1045
26149,1162,10653.0,3,1045
26150,2180,49186.6,7,53
26151,356,53055.8,9,1098
26152,2289,2540.0,2,877
26153,451,164568.62,74,181
26154,776,1088.0,1,125
26155,832,27898.0,6,207
26156,2386,5485.0,2,1019
26157,104,10470.0,2,1045
26158,98,970.0,1,38
26159,2773,320.0,1,997
26160,2971,6119.1,1,162
26161,2648,2090.0,1,971
26162,6,48483.0,7,127
26163,50,15904.8,2,996
26164,365,325.0,1,232
26165,435,16600.52,3,125
26166,2030,1072.06,1,1095
26167,1649,5830.0,2,861
26168,625,668957.74,88,145
26169,481,2758.0,1,1090
26170,1869,1839.0,2,1074
26171,740,18082.0,7,128
26172,2812,6815.0,5,516
26173,1030,41886.0,9,105
26174,1640,1140.0,1,92
26175,2166,1600.0,1,865
26176,1202,4560.0,2,1066
26177,4727,15455.4,2,1000
26178,2283,7433.6,9,941
26179,1167,2230.0,1,156
26180,43,12800.0,1,231
26181,2114,21842.0,6,761
26182,3347,3013.0,2,586
26183,1126,9375.0,5,695
26184,49,9134.0,9,766
26185,1289,1398.0,1,914
26186,3268,2015.0,2,628
26187,2507,415.0,1,54
26188,1057,50496.73,31,54
26189,1075,276070.72,20,158
26190,1489,1000.0,1,786
26191,1426,1150.0,1,1094
26192,2702,1804.0,2,450
26193,909,7756.0,1,1059
26194,212,3515.0,2,917
26195,3122,4965.0,2,1086
26196,2307,5848.0,1,1073
26197,1131,310.0,1,923
26198,681,839.0,2,850
26199,704,34317.55,9,799
26200,4997,15371.8,8,526
26201,250,5657.0,5,194
26202,3205,4023.0,1,945
26203,3224,200.0,1,856
26204,2161,10374.0,2,1081
26205,2533,1999.0,1,941
26206,968,17125.1,8,38
26207,94,21416.0,9,476
26208,2397,17256.0,3,968
26209,1335,680.0,1,1014
26210,405,220660.38,42,65
26211,18,48226.6,16,215
26212,250,14020.2,4,1085
26213,32,11742.0,12,477
26214,1186,12632.51,5,241
26215,1621,5980.0,4,19
26216,1377,2665.0,4,982
26217,2070,2475.0,1,1094
26218,2748,1512.0,1,813
26219,774,2120.0,2,1008
26220,3166,7390.0,2,805
26221,1511,5675.0,2,1060
26222,2370,6336.0,2,117
26223,292,5017.0,6,1059
26224,36,6470.0,2,492
26225,2380,413.0,1,127
26226,879,795.0,1,919
26227,2809,30486.0,23,694
26228,438,183092.9,41,132
26229,523,172828.2,38,788
26230,1705,32966.2,7,1096
26231,1597,2000.0,1,922
26232,458,69855.09999999999,15,912
26233,2175,27498.52,8,661
26234,3170,4409.0,1,1052
26235,990,4480.0,1,755
26236,1023,247828.3,61,907
26237,565,1150.0,1,915
26238,80,13558.0,3,777
26239,2937,855.0,1,622
26240,1335,2017.0,4,44
26241,1066,2680.0,1,1059
26242,917,9243.0,1,682
26243,1181,9711.0,3,1060
26244,5085,4344.0,3,913
26245,443,194836.98,59,1081
26246,1719,1705.0,2,659
26247,1406,119628.5,32,866
26248,2539,270.0,1,922
26249,1244,2752.0,2,15
26250,727,35325.26,14,240
26251,1421,3382.0,2,848
26252,4482,24041.0,8,859
26253,759,950.0,1,1018
26254,1259,12314.0,3,135
26255,925,13923.0,2,981
26256,5110,7582.0,5,840
26257,248,3520.0,4,1013
26258,985,2225.0,1,582
26259,1779,5090.0,1,184
26260,562,82963.20000000001,13,233
26261,1872,3270.0,3,953
26262,1589,11865.0,5,858
26263,2309,3680.0,1,113
26264,1120,1890.0,2,66
26265,2285,4411.0,2,1051
26266,2382,2052.0,2,1094
26267,3157,98.0,1,94
26268,1351,3398.0,1,449
26269,841,10654.2,2,668
26270,880,3815.0,1,1096
26271,363,5780.0,1,154
26272,1050,994.0,1,839
26273,1599,20227.0,6,462
26274,877,62839.0,21,1013
26275,2223,14121.499999999998,5,795
26276,1007,4492.0,1,1059
26277,67,4733.0,1,114
26278,3169,10896.0,6,66
26279,161,2230.0,1,566
26280,3186,5790.0,3,570
26281,134,279.0,1,45
26282,174,1988.0,1,730
26283,1937,179.0,1,606
26284,815,6705.0,3,43
26285,2174,1057.0,1,1059
26286,1753,8720.0,1,1096
26287,1144,26809.0,27,821
26288,370,9614.0,3,9
26289,404,9255.0,3,463
26290,2052,320.0,1,45
26291,802,1701.0,2,204
26292,3121,15618.0,2,1083
26293,1382,7290.0,3,111
26294,707,4120.0,1,1095
26295,3126,260.0,1,74
26296,975,1567.02,1,143
26297,538,5007.0,2,1033
26298,1057,3072.6,4,85
26299,1254,16308.0,1,925
26300,2266,4510.0,2,1095
26301,4996,6981.0,2,640
26302,2787,49800.7,16,140
26303,1662,27864.300000000007,10,850
26304,95,68830.8,19,483
26305,2534,6300.0,1,1031
26306,2183,2655.0,1,1059
26307,876,91059.27,22,695
26308,759,11417.0,6,731
26309,1591,2509.2,1,1087
26310,130,12112.0,4,580
26311,1010,2760.0,2,968
26312,3318,1474.0,1,189
26313,2638,4176.0,1,780
26314,2266,1907.1,1,72
26315,2039,2680.0,1,695
26316,1171,49800.0,7,231
26317,1019,15905.52,12,108
26318,1175,2968.0,1,196
26319,1639,10591.399999999998,4,988
26320,1173,4490.0,6,1060
26321,3214,1248.0,1,1045
26322,656,15462.0,11,1028
26323,1266,2250.0,2,744
26324,4481,1938.0,2,34
26325,1017,70665.0,19,890
26326,3339,2004.0,3,142
26327,3222,4855.0,6,616
26328,3338,0.0,1,1060
26329,1726,1470.0,1,67
26330,436,5054.0,2,996
26331,878,3940.0,3,1098
26332,4721,25753.0,14,232
26333,1064,137012.0,18,784
26334,4382,24249.0,1,95
26335,868,12800.0,1,115
26336,2375,600.0,1,1030
26337,142,11743.0,3,731
26338,596,7801.0,2,947
26339,3152,1510.0,1,39
26340,975,695.0,1,55
26341,4487,7267.0,3,156
26342,716,358.0,2,863
26343,1031,4794.0,6,1079
26344,989,650.0,1,86
26345,3290,7505.0,5,82
26346,1802,38921.0,7,114
26347,166,3622.0,3,978
26348,2577,9838.0,2,1094
26349,1019,5654.0,1,207
26350,2665,2410.0,2,1059
26351,1875,7950.0,2,1096
26352,2040,5629.0,6,438
26353,3239,25523.2,7,114
26354,714,1989.0,1,524
26355,1118,15361.49,2,1060
26356,3315,22059.800000000007,5,996
26357,2398,7504.0,1,701
26358,1480,2342.0,5,976
26359,1019,1391.6,1,1094
26360,879,3745.0,2,997
26361,2589,1600.0,2,1094
26362,3345,51449.15,29,1094
26363,987,965.0,1,462
26364,1035,2997.0,1,60
26365,2168,7661.0,1,132
26366,4507,15140.5,15,509
26367,522,6355.0,4,997
26368,2543,1440.0,1,463
26369,1591,9842.48,8,828
26370,1641,11163.0,8,126
26371,790,3600.0,1,1094
26372,3148,1270.0,1,1080
26373,1785,1069.0,2,970
26374,2411,5790.0,6,1087
26375,328,49908.0,14,981
26376,1121,4464.0,3,113
26377,2559,3024.0,1,1095
26378,1035,1360.0,1,1060
26379,3130,7408.0,2,1060
26380,2195,1715.0,2,440
26381,1285,7860.0,2,1059
26382,3149,2159.0,1,105
26383,2472,6075.0,2,556
26384,4782,5750.0,1,923
26385,606,2421.9,1,600
26386,1115,1512.0,1,944
26387,1596,9460.0,5,877
26388,339,111040.0,1,66
26389,1049,3290.0,3,1087
26390,862,8750.0,8,693
26391,1385,26995.0,12,1086
26392,3184,21003.16,9,1095
26393,30,4080.0,1,76
26394,2022,698.0,1,47
26395,4809,12305.0,6,528
26396,2884,170.0,1,1077
26397,70,11105.0,5,1092
26398,2190,3361.0,2,842
26399,10,6045.0,2,454
26400,1437,2644.0,3,112
26401,4633,4246.0,2,589
26402,631,114062.7,25,65
26403,5115,12154.0,6,499
26404,1140,6940.0,2,1066
26405,2234,19706.22,4,969
26406,2796,2290.0,1,1096
26407,1951,323.4,1,804
26408,3027,1964.5,3,1051
26409,3190,23361.0,10,1074
26410,266,2370.0,2,1084
26411,10,51549.0,1,1094
26412,22,850.0,1,579
26413,737,7484.94,8,1094
26414,2435,8835.0,2,591
26415,129,6678.0,1,1031
26416,2064,1904.0,1,754
26417,1084,3336.0,2,968
26418,1916,5669.0,3,755
26419,833,2960.0,1,797
26420,1136,870.0,1,793
26421,1327,940.0,1,625
26422,2751,590.0,1,1096
26423,2589,1246.5,1,1059
26424,3207,9486.0,2,101
26425,1189,2434.0,2,94
26426,17,2848.0,2,1095
26427,2285,10900.0,1,93
26428,3093,200.0,1,229
26429,436,6790.0,4,114
26430,1191,12521.59,2,1029
26431,4785,18195.0,7,779
26432,2673,1422.0,1,103
26433,2524,27018.0,3,149
26434,16,3342.0,1,1009
26435,3346,16546.0,3,968
26436,1566,1415.0,1,860
26437,4714,610.0,2,876
26438,12,9040.0,3,1078
26439,1062,330.0,1,1025
26440,4655,1640.0,1,1068
26441,344,13679.0,5,16
26442,2846,1006.0,1,771
26443,2778,5642.7,7,114
26444,2777,2558.0,1,913
26445,91,15423.0,2,1094
26446,104,1394.0,1,570
26447,2420,31260.0,5,450
26448,3697,2703.0,1,1033
